ENTIDAD,CONCEPTO,TIPO,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
CHIAPAS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),0.0,50.0,-66.7,300.0,-50.0,0.0,100.0,-25.0,-33.3,0.0,0.0,100.0,0.0,-75.0,100.0,150.0,0.0,-80.0,200.0
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0.0,-100.0,,,,,-100.0,,,,,-100.0,,,,,-100.0,,-100.0
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,-57.1,266.7,-45.5,0.0,-16.7,-40.0,0.0,-100.0,,150.0,60.0,-12.5,14.3,-37.5,-20.0,-75.0,100.0,-100.0,
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),-28.6,10.0,-9.1,-10.0,66.7,-10.0,-33.3,-22.2,50.0,9.5,0.0,-21.7,33.3,-25.0,-22.2,121.4,-38.7,42.1,-55.6
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),52.9,0.0,7.7,-25.0,114.3,-33.3,-13.3,11.5,13.8,6.1,-37.1,36.4,40.0,-35.7,-14.8,0.0,17.4,-22.2,23.8
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0.0,-33.3,-50.0,100.0,0.0,200.0,-83.3,-100.0,,0.0,-50.0,500.0,33.3,0.0,0.0,-62.5,266.7,9.1,-41.7
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),,,200.0,-66.7,300.0,100.0,-87.5,-100.0,,,-100.0,,,,,,300.0,1075.0,-85.1
CHIAPAS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",50.0,-66.7,-100.0,,-66.7,200.0,-100.0,,-75.0,300.0,-75.0,100.0,-50.0,0.0,100.0,0.0,-50.0,-100.0,
CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,25.0,-33.3,120.0,-22.7,5.9,-27.8,0.0,15.4,-40.0,0.0,33.3,-50.0,183.3,5.9,27.8,-8.7,19.0,-8.0,8.7
CHIAPAS,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,-44.4,80.0,77.8,0.0,25.0,-45.0,9.1,-41.7,85.7,46.2,-73.7,100.0,0.0,40.0,-28.6,80.0,-55.6,-37.5,80.0
CHIAPAS,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,100.0,100.0,-50.0,150.0,60.0,-37.5,140.0,33.3,-62.5,-50.0,0.0,33.3,25.0,80.0,-77.8,150.0,40.0,-85.7,100.0
CHIAPAS,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0.0,250.0,-28.6,40.0,-14.3,-50.0,66.7,0.0,0.0,0.0,-60.0,-50.0,500.0,-16.7,-60.0,50.0,-66.7,100.0,0.0
CHIAPAS,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
CHIAPAS,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,,,,,,,-100.0,,,,,,-100.0,,
CHIAPAS,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",150.0,-40.0,133.3,-42.9,-25.0,33.3,-25.0,100.0,-100.0,,100.0,0.0,50.0,66.7,20.0,50.0,-22.2,114.3,-46.7
CHIAPAS,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,27.3,-21.4,-27.3,100.0,43.8,-56.5,10.0,127.3,-76.0,33.3,50.0,25.0,-33.3,-50.0,60.0,-37.5,60.0,0.0,-25.0
CHIAPAS,OTROS DELITOS,PATRIMONIALES,50.0,2.4,27.9,12.7,-6.5,-13.8,-26.0,32.4,-57.1,23.8,-11.5,-13.0,-10.0,5.6,115.8,-39.0,40.0,22.9,0.0
CHIAPAS,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,-75.0,300.0,25.0,-60.0,50.0,-66.7,300.0,-75.0,100.0,0.0,100.0,-25.0,0.0,-33.3,150.0,-20.0,-100.0,,300.0
CHIHUAHUA,CONTRA LA SALUD,COMERCIO,,,,-100.0,,,0.0,-100.0,,,-100.0,,-100.0,,-100.0,,0.0,200.0,0.0
CHIHUAHUA,CONTRA LA SALUD,OTROS,-75.0,300.0,0.0,-50.0,50.0,-33.3,50.0,-100.0,,33.3,-25.0,-66.7,0.0,200.0,0.0,-66.7,200.0,33.3,-75.0
CHIHUAHUA,CONTRA LA SALUD,POSESION,0.0,60.9,-54.1,17.6,-15.0,-47.1,177.8,-8.0,-13.0,0.0,20.0,-25.0,-5.6,35.3,-8.7,-47.6,90.9,-23.8,-25.0
CHIHUAHUA,CONTRA LA SALUD,PRODUCCION,,,,,,-100.0,,,,,,,,,,-100.0,,,
CHIHUAHUA,CONTRA LA SALUD,SUMINISTRO,,,,,,,,,,,,,,,,,,,
CHIHUAHUA,CONTRA LA SALUD,TRAFICO,-50.0,100.0,-100.0,,33.3,75.0,-42.9,50.0,-50.0,166.7,25.0,-90.0,200.0,33.3,-100.0,,300.0,-25.0,66.7
CHIHUAHUA,CONTRA LA SALUD,TRANSPORTE,-100.0,,,150.0,-40.0,-33.3,-100.0,,0.0,100.0,100.0,-75.0,-100.0,,400.0,-60.0,-50.0,0.0,0.0
CHIHUAHUA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,-100.0,,,,,-100.0,,0.0,-100.0,,,,,-100.0,,,,-100.0
CHIHUAHUA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,-100.0,,100.0,0.0,-50.0,0.0,0.0,0.0,0.0,-100.0,,100.0,-50.0,-100.0,,,,-50.0
CHIHUAHUA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,,200.0,66.7,-40.0,-33.3,50.0,33.3,-25.0,-66.7,300.0,50.0,-66.7,-50.0,200.0,-33.3,50.0,-100.0,,-33.3
CHIHUAHUA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,-100.0,,-100.0,,-33.3,-100.0,,,,-100.0,,-100.0,,-100.0,,,-100.0,,
CHIHUAHUA,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-20.0,0.0,100.0,62.5,-46.2,-42.9,-50.0,250.0,-57.1,0.0,166.7,-50.0,-100.0,,66.7,60.0,-50.0,-75.0,700.0
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),,,,-100.0,,,,,,,,,,,-100.0,,,,40.0
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,,,0.0,120.0,-18.2,-11.1,-75.0,150.0,-80.0,800.0,-44.4,-60.0,450.0,-36.4,-42.9,-75.0,100.0,0.0,-50.0
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),-7.1,-23.1,40.0,-57.1,16.7,-57.1,0.0,33.3,125.0,-55.6,-25.0,200.0,-44.4,100.0,20.0,-50.0,133.3,-64.3,-60.0
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),-1.7,20.3,-26.8,40.4,-8.2,14.9,-10.4,0.0,-26.1,52.9,-6.4,-9.6,9.1,4.2,9.3,1.2,-8.4,18.4,0.0
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),40.0,64.3,-43.5,0.0,69.2,-77.3,40.0,-57.1,-33.3,550.0,30.8,11.8,-21.1,6.7,43.8,39.1,-56.2,-7.1,207.7
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),-100.0,,,,,-40.0,-66.7,-100.0,,,,,,,,,,16.7,-100.0
CHIHUAHUA,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",-33.3,150.0,0.0,-20.0,100.0,-75.0,50.0,-66.7,0.0,200.0,66.7,-100.0,,0.0,0.0,0.0,-33.3,150.0,-20.0
CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,20.0,33.3,0.0,50.0,-50.0,116.7,-38.5,-50.0,-50.0,200.0,16.7,85.7,-30.8,0.0,33.3,-25.0,0.0,0.0,-11.1
CHIHUAHUA,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,-45.5,-33.3,-25.0,166.7,-25.0,50.0,-44.4,60.0,-62.5,100.0,50.0,0.0,-55.6,-50.0,300.0,0.0,-12.5,0.0,-85.7
CHIHUAHUA,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,,,,,-100.0,,,,100.0,50.0,33.3,-75.0,0.0,0.0,100.0,-50.0,-100.0,,-33.3
CHIHUAHUA,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0.0,0.0,-100.0,,100.0,-75.0,200.0,-66.7,200.0,-66.7,300.0,-25.0,-66.7,100.0,0.0,100.0,-25.0,-100.0,
CHIHUAHUA,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
CHIHUAHUA,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,-100.0,,,,,,,,,,,,,0.0,-100.0,,,
CHIHUAHUA,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",66.7,-80.0,700.0,-62.5,33.3,25.0,0.0,-40.0,-66.7,500.0,0.0,50.0,-55.6,-25.0,100.0,-50.0,0.0,-33.3,150.0
CHIHUAHUA,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,-80.0,200.0,133.3,42.9,-40.0,16.7,71.4,-66.7,0.0,100.0,37.5,0.0,-54.5,20.0,116.7,7.7,-71.4,125.0,44.4
CHIHUAHUA,OTROS DELITOS,PATRIMONIALES,-23.3,108.7,-29.2,0.0,-8.8,-12.9,-18.5,36.4,-10.0,0.0,-14.8,56.5,-63.9,146.2,-3.1,19.4,-40.5,0.0,45.5
CHIHUAHUA,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,-100.0,,-100.0,,,0.0,0.0,0.0,300.0,-50.0,-100.0,,-50.0,0.0,0.0,-100.0,,0.0,-100.0
CIUDAD DE MEXICO,CONTRA LA SALUD,COMERCIO,-33.3,0.0,-50.0,100.0,-100.0,,-100.0,,,,-66.7,-100.0,,-100.0,,,-100.0,,
CIUDAD DE MEXICO,CONTRA LA SALUD,OTROS,,,,,,,,,-100.0,,,,,,,,,,
CIUDAD DE MEXICO,CONTRA LA SALUD,POSESION,36.4,-20.0,-16.7,0.0,10.0,0.0,63.6,0.0,-38.9,-18.2,-22.2,57.1,127.3,-44.0,-14.3,25.0,-40.0,11.1,-10.0
CIUDAD DE MEXICO,CONTRA LA SALUD,PRODUCCION,,,,0.0,0.0,-100.0,,,,,,,,,-100.0,,,,
CIUDAD DE MEXICO,CONTRA LA SALUD,SUMINISTRO,,,,-100.0,,,,,,-100.0,,,-100.0,,,,,,
CIUDAD DE MEXICO,CONTRA LA SALUD,TRAFICO,-10.5,129.4,-30.8,-29.6,26.3,-25.0,33.3,12.5,22.2,33.3,-52.3,-19.0,100.0,-47.1,-16.7,13.3,5.9,-16.7,106.7
CIUDAD DE MEXICO,CONTRA LA SALUD,TRANSPORTE,25.0,-60.0,0.0,-100.0,,-66.7,100.0,0.0,-100.0,,-100.0,,,,,,,,-100.0
CIUDAD DE MEXICO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,-100.0,,,0.0,100.0,-100.0,,,0.0,0.0,-100.0,,,,50.0,-66.7,0.0,0.0
CIUDAD DE MEXICO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,100.0,50.0,66.7,-80.0,400.0,-40.0,-33.3,-50.0,-100.0,,0.0,0.0,33.3,-50.0,300.0,-62.5,66.7,-80.0,200.0
CIUDAD DE MEXICO,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,,,,,-100.0,,,,-100.0,,,,,,,,-100.0,,
CIUDAD DE MEXICO,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,-66.7,500.0,-50.0,200.0,-66.7,200.0,-77.8,0.0,150.0,-40.0,-33.3,250.0,-71.4,50.0,-33.3,300.0,-87.5,200.0,33.3
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-26.1,94.1,-18.2,0.0,-3.7,-7.7,29.2,-41.9,11.1,20.0,-16.7,40.0,-50.0,57.1,-9.1,25.0,-32.0,35.3,4.3
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),-18.2,55.6,-35.7,-11.1,-20.8,94.7,21.6,-17.8,-37.8,34.8,-35.5,50.0,16.7,17.1,-56.1,-38.9,63.6,11.1,45.0
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,-100.0,,,,-100.0,,0.0,0.0,-100.0,,-100.0,,,,,,,,
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),200.0,-83.3,0.0,200.0,0.0,0.0,0.0,-66.7,0.0,0.0,200.0,-33.3,-50.0,700.0,-75.0,250.0,-14.3,-33.3,-100.0
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),123.1,29.3,-29.3,-5.7,16.0,-25.9,9.3,-10.6,-23.8,-15.6,7.4,103.4,-11.9,0.0,-25.0,33.3,-13.5,-22.2,42.9
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),20.0,33.3,-87.5,500.0,33.3,-25.0,-16.7,100.0,-40.0,66.7,10.0,-45.5,200.0,-72.2,20.0,-16.7,200.0,-46.7,50.0
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),-27.3,87.5,-40.0,77.8,0.0,81.2,-37.9,-33.3,-25.0,77.8,950.0,-96.4,-50.0,300.0,0.0,0.0,166.7,143.8,-74.4
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",54.1,-9.6,-19.4,-20.5,36.4,-15.6,2.6,11.5,-2.3,-4.7,-35.8,23.1,9.4,-15.7,-1.7,22.4,5.6,58.7,-21.8
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,29.7,-10.4,-2.3,47.6,-17.7,19.6,-1.6,-3.3,-36.2,24.3,-4.3,-15.9,43.2,3.8,7.3,1.7,15.0,-42.0,17.5
CIUDAD DE MEXICO,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,-27.1,56.9,51.2,-5.0,16.5,-46.3,11.1,31.2,17.1,17.9,-45.5,-1.3,-21.8,42.6,-12.6,22.4,-12.9,7.4,-1.1
CIUDAD DE MEXICO,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0.0,0.0,300.0,-75.0,0.0,-100.0,,50.0,-33.3,50.0,-66.7,-100.0,,50.0,66.7,-100.0,,-100.0,
CIUDAD DE MEXICO,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,-29.4,50.0,33.3,8.3,-30.8,55.6,-35.7,-22.2,-7.1,23.1,-31.2,9.1,66.7,-45.0,90.9,-14.3,-16.7,-20.0,25.0
CIUDAD DE MEXICO,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
CIUDAD DE MEXICO,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,10.3,-6.2,-40.0,33.3,-20.8,0.0,10.5,-9.5,5.3,25.0,-16.0,-42.9,91.7,-56.5,60.0,0.0,12.5,0.0,-38.9
CIUDAD DE MEXICO,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",53.7,0.0,3.9,-13.1,14.0,28.3,-4.4,-40.0,14.1,5.6,20.2,-31.9,-14.3,33.3,71.6,-7.3,5.0,-27.2,-9.3
CIUDAD DE MEXICO,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,2.6,32.5,-0.9,15.2,-15.7,15.7,-44.1,0.0,7.6,16.9,-36.1,24.5,27.3,47.6,-42.7,31.0,-28.0,-13.4,44.8
CIUDAD DE MEXICO,OTROS DELITOS,PATRIMONIALES,-14.9,46.7,-0.6,-10.9,22.4,41.9,-1.5,-19.5,1.9,-26.9,-13.1,-9.4,13.5,-9.8,8.5,2.9,3.5,-6.0,27.1
CIUDAD DE MEXICO,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,,,-100.0,,,0.0,100.0,-100.0,,,-50.0,200.0,-66.7,1000.0,-72.7,-33.3,0.0,-50.0,0.0
COAHUILA,CONTRA LA SALUD,COMERCIO,0.0,100.0,-100.0,,,0.0,150.0,-80.0,200.0,-33.3,100.0,-75.0,100.0,0.0,150.0,-60.0,0.0,0.0,0.0
COAHUILA,CONTRA LA SALUD,OTROS,,,,,,,,,,,,,,,,,,-100.0,
COAHUILA,CONTRA LA SALUD,POSESION,-41.7,71.4,-41.7,14.3,75.0,-21.4,-27.3,-62.5,66.7,100.0,30.0,-30.8,-22.2,14.3,25.0,-10.0,-33.3,216.7,-36.8
COAHUILA,CONTRA LA SALUD,PRODUCCION,,,,,,,,,,,,,,,,,,,
COAHUILA,CONTRA LA SALUD,SUMINISTRO,,-100.0,,,,,,,,,,,,,,,,,
COAHUILA,CONTRA LA SALUD,TRAFICO,-100.0,,-33.3,-100.0,,100.0,0.0,100.0,-75.0,0.0,100.0,-100.0,,-50.0,100.0,250.0,-42.9,0.0,100.0
COAHUILA,CONTRA LA SALUD,TRANSPORTE,500.0,-66.7,50.0,-33.3,100.0,50.0,-66.7,150.0,80.0,-55.6,0.0,-75.0,200.0,33.3,50.0,0.0,-33.3,-50.0,-100.0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,,,,,,,,,,,,-100.0,,,,,
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,-100.0,,,,,,,,,,,-100.0,,-100.0,,,,,
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,,,-100.0,,,,,,,,-100.0,,,,,,,,
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,-100.0,,,,,,,,,,,,,,,,,
COAHUILA,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-100.0,,-50.0,200.0,50.0,-77.8,350.0,-77.8,250.0,57.1,-81.8,-50.0,100.0,50.0,266.7,-54.5,20.0,50.0,-11.1
COAHUILA,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),,,,,,,-100.0,,,,-100.0,,,,-100.0,,0.0,700.0,-100.0
COAHUILA,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,200.0,66.7,-60.0,-100.0,,-100.0,,-33.3,-50.0,200.0,33.3,-75.0,0.0,200.0,-100.0,,-100.0,,
COAHUILA,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),100.0,-25.0,133.3,-57.1,66.7,20.0,33.3,12.5,-55.6,-100.0,,100.0,-83.3,0.0,200.0,-66.7,100.0,0.0,-100.0
COAHUILA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),0.0,25.0,60.0,-62.5,200.0,-77.8,250.0,0.0,-14.3,33.3,50.0,16.7,-28.6,-10.0,33.3,-75.0,200.0,0.0,-22.2
COAHUILA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
COAHUILA,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),3.2,-9.4,-44.8,131.2,-70.3,72.7,31.6,-28.0,-22.2,-21.4,0.0,181.8,12.9,-28.6,-16.0,-47.6,27.3,192.9,-43.9
COAHUILA,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),,,-100.0,,-100.0,,0.0,0.0,-100.0,,,,-100.0,,,,,,-66.7
COAHUILA,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0.0,0.0,-100.0,,100.0,0.0,50.0,-100.0,,0.0,0.0,-66.7,0.0,0.0,0.0,0.0,-100.0,,-100.0
COAHUILA,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,-50.0,125.0,11.1,10.0,-81.8,100.0,25.0,20.0,-33.3,25.0,0.0,40.0,28.6,11.1,-20.0,-37.5,20.0,0.0,33.3
COAHUILA,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,150.0,30.0,23.1,-81.2,366.7,-42.9,150.0,-50.0,-70.0,100.0,16.7,0.0,28.6,-22.2,42.9,50.0,6.7,-31.2,18.2
COAHUILA,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,,,,,,,,-100.0,,,,,200.0,-66.7,0.0,100.0,-100.0,,100.0
COAHUILA,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,,-50.0,500.0,-50.0,33.3,50.0,-66.7,-100.0,,0.0,-50.0,0.0,0.0,100.0,-50.0,200.0,33.3,0.0,-75.0
COAHUILA,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,-100.0
COAHUILA,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,,,,,,,,,,,,,,,
COAHUILA,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",100.0,150.0,0.0,20.0,-50.0,33.3,0.0,-25.0,0.0,100.0,-33.3,0.0,0.0,25.0,0.0,20.0,-16.7,-40.0,-33.3
COAHUILA,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,-50.0,0.0,-33.3,100.0,25.0,20.0,-16.7,-60.0,50.0,-33.3,0.0,100.0,-50.0,50.0,0.0,66.7,-40.0,-100.0,
COAHUILA,OTROS DELITOS,PATRIMONIALES,-37.8,0.0,0.0,-7.1,3.8,14.8,-12.9,0.0,-7.4,0.0,4.0,42.3,51.4,-26.8,17.1,-58.3,70.0,5.9,19.4
COAHUILA,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,-40.0,66.7,-20.0,0.0,-50.0,-50.0,100.0,-100.0,,0.0,0.0,100.0,100.0,-50.0,300.0,-75.0,250.0,-42.9,0.0
COLIMA,CONTRA LA SALUD,COMERCIO,,,,,,,,-50.0,-50.0,100.0,-50.0,0.0,600.0,-42.9,-75.0,0.0,100.0,-100.0,
COLIMA,CONTRA LA SALUD,OTROS,,-100.0,,,,,,-100.0,,,,,,,,,,,
COLIMA,CONTRA LA SALUD,POSESION,-15.4,36.4,-13.3,-30.8,33.3,25.0,46.7,4.5,-56.5,140.0,-33.3,12.5,50.0,-22.2,14.3,-25.0,5.6,-42.1,245.5
COLIMA,CONTRA LA SALUD,PRODUCCION,,,,,,,,,,,,,,,,,,,
COLIMA,CONTRA LA SALUD,SUMINISTRO,,,-100.0,,,,,,,,,,,,,,,,
COLIMA,CONTRA LA SALUD,TRAFICO,200.0,-100.0,,,,-50.0,0.0,0.0,-100.0,,-100.0,,0.0,-100.0,,,,-100.0,
COLIMA,CONTRA LA SALUD,TRANSPORTE,,,,,,-100.0,,,,,,,,,,,,,
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,,,,,,,,-100.0,,,,,,,,-100.0,
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,,,,-100.0,,,,,,,-100.0,,,,0.0,-100.0,,-100.0
COLIMA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,-68.8,80.0,0.0,-77.8,150.0,20.0,-66.7,-100.0,,-100.0,,-100.0,,,,,,,-100.0
COLIMA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,,-100.0,,,,,,,,,,,,,,,,
COLIMA,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),0.0,-50.0,200.0,-66.7,-100.0,,100.0,0.0,-50.0,0.0,0.0,-100.0,,,0.0,-100.0,,0.0,-50.0
COLIMA,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),900.0,-10.0,0.0,-33.3,-50.0,333.3,-46.2,42.9,0.0,40.0,-21.4,36.4,-66.7,0.0,20.0,16.7,0.0,-42.9,0.0
COLIMA,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,,,,,,,,,,,,,,,,,,,
COLIMA,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0.0,125.0,0.0,-11.1,-25.0,33.3,-75.0,100.0,0.0,50.0,-100.0,,-50.0,0.0,200.0,0.0,0.0,-100.0,
