ENTIDAD,CONCEPTO,TIPO,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
TAMAULIPAS,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,-100.0,,,,-100.0,,,-100.0,,,-50.0,0.0,200.0,-33.3,0.0,-100.0,,-100.0,
TLAXCALA,CONTRA LA SALUD,COMERCIO,,-100.0,,,,,,,,,-100.0,,,,-50.0,-100.0,,,-100.0
TLAXCALA,CONTRA LA SALUD,OTROS,,,,,,,,-100.0,,-100.0,,-100.0,,,,,,-100.0,
TLAXCALA,CONTRA LA SALUD,POSESION,,,,,,,0.0,-100.0,,-100.0,,,50.0,33.3,0.0,-75.0,-100.0,,400.0
TLAXCALA,CONTRA LA SALUD,PRODUCCION,-100.0,,,,,,,,,,,,,-100.0,,,,,
TLAXCALA,CONTRA LA SALUD,SUMINISTRO,,,,,,,,,,,,,,,,,,,
TLAXCALA,CONTRA LA SALUD,TRAFICO,,,,,,,,,,,,,,,-50.0,-100.0,,,
TLAXCALA,CONTRA LA SALUD,TRANSPORTE,,,,,,,,,,,-100.0,,,,,,,-100.0,
TLAXCALA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,,,,,,,,,,-100.0,,,,,,,
TLAXCALA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,,,,,,,,,,,,,,,,,,
TLAXCALA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,,,,-100.0,,-100.0,,,,,,,,-100.0,,,,,-100.0
TLAXCALA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,,,,,,,,,,,,,,,,,,
TLAXCALA,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-83.3,-100.0,,-83.3,0.0,-100.0,,,,,-83.3,-100.0,,-100.0,,,-100.0,,200.0
TLAXCALA,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),,,,,-100.0,,,,,,100.0,-100.0,,,,,-100.0,,-87.5
TLAXCALA,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,,-66.7,0.0,-100.0,,0.0,100.0,-50.0,-100.0,,,,,,-100.0,,,,
TLAXCALA,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),-35.7,22.2,-54.5,60.0,25.0,-80.0,450.0,18.2,-23.1,-50.0,120.0,-27.3,-50.0,50.0,-33.3,50.0,-33.3,-25.0,200.0
TLAXCALA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),-15.4,9.1,-16.7,-30.0,71.4,-8.3,-54.5,60.0,137.5,-15.8,-6.2,-40.0,122.2,-45.0,-45.5,150.0,-53.3,114.3,-26.7
TLAXCALA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
TLAXCALA,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),257.1,-44.0,-14.3,75.0,-57.1,133.3,-33.3,-35.7,-22.2,100.0,0.0,7.1,93.3,-48.3,53.3,-17.4,21.1,-39.1,85.7
TLAXCALA,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),,,,-100.0,,166.7,-100.0,,-100.0,,,,,,,,,,-100.0
TLAXCALA,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",-100.0,,,,,300.0,-100.0,,-100.0,,,,,,,,,,
TLAXCALA,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,25.0,40.0,-71.4,50.0,333.3,-76.9,133.3,185.7,-90.0,-50.0,-100.0,,100.0,-75.0,150.0,-20.0,50.0,116.7,-23.1
TLAXCALA,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,-63.6,100.0,-50.0,0.0,-25.0,0.0,166.7,-62.5,100.0,-16.7,40.0,-14.3,-33.3,75.0,-57.1,-33.3,100.0,0.0,0.0
TLAXCALA,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,16.7,0.0,14.3,50.0,-16.7,-30.0,-14.3,0.0,16.7,14.3,87.5,-46.7,-50.0,175.0,-18.2,11.1,0.0,10.0,45.5
TLAXCALA,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,-50.0,0.0,0.0,0.0,-100.0,,-50.0,-100.0,,,,,,,,,-50.0,0.0,0.0
TLAXCALA,OTROS DELITOS,ELECTORALES,,,,,,,,,-100.0,,,,,,,,,,
TLAXCALA,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,,,,,,,,,,,,,,,
TLAXCALA,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",-40.0,33.3,-50.0,-100.0,,-50.0,50.0,66.7,-80.0,100.0,-50.0,0.0,200.0,0.0,33.3,-75.0,100.0,-100.0,
TLAXCALA,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,75.0,0.0,-71.4,400.0,-80.0,50.0,-66.7,500.0,-33.3,-75.0,100.0,150.0,-20.0,-75.0,600.0,-42.9,-25.0,-33.3,100.0
TLAXCALA,OTROS DELITOS,PATRIMONIALES,-5.8,4.1,0.0,9.8,-19.6,-2.2,9.1,6.2,-15.7,41.9,8.2,-34.8,2.3,40.9,-25.8,-15.2,5.1,-26.8,86.7
TLAXCALA,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,,,-100.0,,,-100.0,,0.0,100.0,-50.0,-100.0,,-50.0,200.0,-33.3,-100.0,,100.0,-50.0
VERACRUZ,CONTRA LA SALUD,COMERCIO,,,,,-100.0,,,-100.0,,,-100.0,,,,0.0,0.0,-100.0,,
VERACRUZ,CONTRA LA SALUD,OTROS,,,,,,,,,-100.0,,,,,,,,,,
VERACRUZ,CONTRA LA SALUD,POSESION,-50.0,500.0,-66.7,-50.0,0.0,0.0,0.0,300.0,0.0,-75.0,100.0,-100.0,,-33.3,-100.0,,,-33.3,-100.0
VERACRUZ,CONTRA LA SALUD,PRODUCCION,,,,,,-100.0,,,,,,,,,,,,,
VERACRUZ,CONTRA LA SALUD,SUMINISTRO,,,,,,,,,,,,,,,,,,,
VERACRUZ,CONTRA LA SALUD,TRAFICO,-66.7,0.0,0.0,-100.0,,200.0,-66.7,-100.0,,50.0,100.0,-100.0,,-100.0,,,,,
VERACRUZ,CONTRA LA SALUD,TRANSPORTE,0.0,-100.0,,,-100.0,,,-100.0,,,,,,,,0.0,-100.0,,
VERACRUZ,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,,,,,,,,,,,,-100.0,,,,,
VERACRUZ,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,,0.0,-100.0,,,,-50.0,-100.0,,-50.0,-100.0,,,-100.0,,100.0,-50.0,100.0
VERACRUZ,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,,-100.0,,,200.0,-66.7,-100.0,,0.0,100.0,50.0,-100.0,,-100.0,,0.0,-100.0,,-100.0
VERACRUZ,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,,,,,,,,,,,,,,,,-100.0,,
VERACRUZ,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-50.0,100.0,-16.7,80.0,0.0,-11.1,50.0,-75.0,166.7,100.0,-87.5,300.0,-75.0,200.0,33.3,-62.5,333.3,-53.8,66.7
VERACRUZ,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),,0.0,-50.0,-100.0,,-100.0,,,,,,,,,0.0,-100.0,,,-100.0
VERACRUZ,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,83.3,27.3,0.0,28.6,-44.4,30.0,0.0,-30.8,-33.3,-33.3,0.0,-50.0,100.0,-100.0,,0.0,-75.0,100.0,0.0
VERACRUZ,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),-41.3,103.7,-40.0,9.1,36.1,-22.4,-28.9,0.0,22.2,21.2,-35.0,107.7,-33.3,55.6,-42.9,43.8,0.0,-2.2,-24.4
VERACRUZ,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),-18.5,9.1,41.7,-38.2,71.4,-47.2,31.6,36.0,-35.3,-4.5,-47.6,163.6,-13.8,12.0,50.0,-47.6,59.1,-42.9,130.0
VERACRUZ,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
VERACRUZ,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),-19.0,-4.3,-11.1,10.0,-43.2,60.0,12.5,-31.1,0.0,16.1,-2.8,0.0,8.6,7.9,-36.6,46.2,-31.6,3.8,88.9
VERACRUZ,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),-100.0,,,,200.0,-33.3,-50.0,-100.0,,,,-100.0,,,,-100.0,,500.0,-100.0
VERACRUZ,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",100.0,-50.0,0.0,100.0,50.0,0.0,-66.7,400.0,-60.0,50.0,-66.7,0.0,-100.0,,,-25.0,-66.7,1000.0,-81.8
VERACRUZ,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,-41.7,-19.0,29.4,-27.3,25.0,-15.0,64.7,-57.1,8.3,7.7,0.0,107.1,-55.2,-15.4,27.3,7.1,-20.0,25.0,-53.3
VERACRUZ,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,11.1,-10.0,0.0,-22.2,157.1,-38.9,-27.3,37.5,18.2,-53.8,100.0,16.7,-7.1,-30.8,44.4,-69.2,50.0,66.7,20.0
VERACRUZ,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,25.0,-60.0,150.0,-20.0,175.0,-63.6,-100.0,,500.0,-16.7,20.0,-83.3,0.0,200.0,33.3,0.0,25.0,40.0,-57.1
VERACRUZ,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0.0,50.0,66.7,-60.0,0.0,-50.0,100.0,-50.0,200.0,33.3,-50.0,50.0,66.7,40.0,-28.6,-80.0,200.0,0.0,-33.3
VERACRUZ,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,-100.0,,,,,,,-100.0
VERACRUZ,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,,,,,,,,,,,,,,,
VERACRUZ,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",-81.0,75.0,14.3,-12.5,28.6,33.3,-75.0,166.7,12.5,0.0,0.0,-33.3,16.7,0.0,-28.6,100.0,-20.0,-50.0,325.0
VERACRUZ,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,-16.7,40.0,-7.1,53.8,-25.0,6.7,-37.5,80.0,-38.9,36.4,-13.3,-7.7,16.7,71.4,-8.3,-31.8,33.3,-15.0,29.4
VERACRUZ,OTROS DELITOS,PATRIMONIALES,-23.0,-2.1,17.9,4.5,-16.2,-16.3,32.9,-6.4,7.8,-15.5,24.7,-13.8,-17.0,1.2,14.3,-3.1,-14.0,23.8,7.1
VERACRUZ,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,,,,,-100.0,,,,,,,,-100.0,,-100.0,,,-100.0,
YUCATAN,CONTRA LA SALUD,COMERCIO,200.0,-33.3,50.0,-66.7,200.0,-66.7,-100.0,,-100.0,,,,,,,,,,
YUCATAN,CONTRA LA SALUD,OTROS,,,,,,,,,,,,,,,,,,,
YUCATAN,CONTRA LA SALUD,POSESION,0.0,0.0,-100.0,,-100.0,,100.0,-50.0,-100.0,,,-50.0,-100.0,,0.0,-100.0,,,-50.0
YUCATAN,CONTRA LA SALUD,PRODUCCION,,,,,,,-100.0,,,,,,,,,,,,
YUCATAN,CONTRA LA SALUD,SUMINISTRO,,,,,,,,,,,,,,,,,,,
YUCATAN,CONTRA LA SALUD,TRAFICO,-100.0,,,-100.0,,-100.0,,,,,,,,,-66.7,-100.0,,-100.0,
YUCATAN,CONTRA LA SALUD,TRANSPORTE,-50.0,0.0,100.0,100.0,-25.0,-33.3,-50.0,0.0,100.0,-100.0,,-100.0,,-33.3,-100.0,,,-50.0,0.0
YUCATAN,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,,,,,,,,,,,,,,,-100.0,,
YUCATAN,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,,,,,,,,,,,,,,,,,,
YUCATAN,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,,100.0,0.0,0.0,0.0,0.0,100.0,-50.0,100.0,-50.0,50.0,-33.3,0.0,0.0,50.0,0.0,66.7,20.0,-33.3
YUCATAN,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,-100.0,,,,,-100.0,,,,0.0,-100.0,,,,-100.0,,,
YUCATAN,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-60.0,-50.0,300.0,-75.0,200.0,100.0,-66.7,-100.0,,,50.0,-83.3,-100.0,,-100.0,,-33.3,100.0,-75.0
YUCATAN,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),-66.7,0.0,0.0,100.0,-50.0,700.0,-75.0,-100.0,,,33.3,-100.0,,,,-100.0,,100.0,-100.0
YUCATAN,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,,,-100.0,,100.0,-100.0,,,,,,,-100.0,,,0.0,-100.0,,
YUCATAN,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),-66.7,300.0,-75.0,400.0,-20.0,25.0,0.0,-80.0,900.0,-60.0,125.0,-44.4,-60.0,0.0,450.0,-54.5,-20.0,150.0,-20.0
YUCATAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),100.0,-100.0,,-50.0,50.0,0.0,-33.3,50.0,-100.0,,0.0,0.0,-50.0,100.0,0.0,-100.0,,,
YUCATAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
YUCATAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),,,,-100.0,,,,,,,,,,0.0,-100.0,,,,
YUCATAN,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),,200.0,200.0,-33.3,16.7,42.9,-80.0,150.0,-80.0,0.0,100.0,-100.0,,-100.0,,0.0,-100.0,,-100.0
YUCATAN,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",,,-100.0,,,100.0,-100.0,,-100.0,,,,-100.0,,,-100.0,,100.0,-50.0
YUCATAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,0.0,-40.0,100.0,66.7,-40.0,33.3,-12.5,-28.6,80.0,-88.9,900.0,-20.0,100.0,-18.8,-15.4,90.9,-52.4,-40.0,133.3
YUCATAN,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,50.0,-66.7,100.0,50.0,-33.3,50.0,-33.3,150.0,40.0,14.3,-62.5,166.7,-50.0,0.0,75.0,-57.1,66.7,20.0,-66.7
YUCATAN,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,-77.8,-50.0,100.0,0.0,150.0,-80.0,100.0,0.0,-50.0,-100.0,,,-100.0,,0.0,-16.7,40.0,-57.1,200.0
YUCATAN,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,-100.0,,0.0,0.0,-100.0,,0.0,-100.0,,,,-66.7,0.0,0.0,-100.0,,50.0,0.0,-100.0
YUCATAN,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
YUCATAN,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,,,,,-100.0,,,,,,,,,-100.0,
YUCATAN,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",66.7,-30.0,-28.6,80.0,-44.4,-40.0,100.0,-16.7,0.0,-20.0,-25.0,0.0,66.7,-20.0,-25.0,0.0,0.0,66.7,20.0
YUCATAN,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,25.0,20.0,-16.7,-40.0,133.3,-28.6,0.0,20.0,-33.3,25.0,-60.0,-50.0,100.0,0.0,50.0,33.3,-50.0,150.0,-40.0
YUCATAN,OTROS DELITOS,PATRIMONIALES,-50.0,-25.0,233.3,15.0,-60.9,100.0,-72.2,280.0,-26.3,7.1,-20.0,-66.7,125.0,33.3,-25.0,22.2,18.2,-7.7,-8.3
YUCATAN,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,,,,,,,,,,,,,,,,-100.0,,,
ZACATECAS,CONTRA LA SALUD,COMERCIO,,,,,,,,,,,,,,,,,,,
ZACATECAS,CONTRA LA SALUD,OTROS,,,-100.0,,,,-100.0,,,,,,,,,-50.0,-100.0,,100.0
ZACATECAS,CONTRA LA SALUD,POSESION,-66.7,200.0,-33.3,50.0,-33.3,0.0,-100.0,,100.0,50.0,0.0,-33.3,-50.0,-100.0,,-50.0,0.0,100.0,0.0
ZACATECAS,CONTRA LA SALUD,PRODUCCION,,,,,,,,,,,,,,,,-100.0,,,
ZACATECAS,CONTRA LA SALUD,SUMINISTRO,,,,,,,,,,,,,,,,,,,
ZACATECAS,CONTRA LA SALUD,TRAFICO,,,,,,-100.0,,-100.0,,,,,,,,-100.0,,,
ZACATECAS,CONTRA LA SALUD,TRANSPORTE,,,,,-100.0,,,-50.0,-100.0,,-100.0,,,,,,,,
ZACATECAS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,,,,-100.0,,,,,,,,,,,,,
ZACATECAS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,-100.0,,,,,,-100.0,,,,,,,,,,,,
ZACATECAS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,,100.0,-50.0,0.0,-100.0,,-100.0,,-100.0,,,,,,,,,,-33.3
ZACATECAS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,,,,,,-100.0,,,,,,,,-100.0,,,,
ZACATECAS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-40.0,-33.3,-50.0,100.0,0.0,-50.0,200.0,-100.0,,100.0,0.0,50.0,-33.3,500.0,-25.0,-77.8,100.0,-100.0,
ZACATECAS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),,,,,,,,,,,,,,,-100.0,,,,-100.0
ZACATECAS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,,0.0,-100.0,,-100.0,,200.0,-66.7,0.0,-100.0,,-100.0,,-100.0,,,,,
ZACATECAS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),-45.5,133.3,-7.1,-23.1,30.0,-38.5,25.0,-30.0,57.1,-45.5,33.3,-25.0,100.0,-8.3,27.3,-21.4,18.2,7.7,-14.3
ZACATECAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),-18.5,50.0,-27.3,20.8,58.6,-10.9,-14.6,-14.3,23.3,8.1,-2.5,-2.6,18.4,-28.9,18.8,-34.2,8.0,22.2,-42.4
ZACATECAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
ZACATECAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),,,,,-100.0,,-100.0,,,,-100.0,,,,,0.0,-100.0,,
ZACATECAS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),,,-100.0,,,200.0,-100.0,,,,,,-100.0,,-100.0,,,-100.0,
ZACATECAS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",,-100.0,,-100.0,,,-100.0,,,,,,,,,,,,-100.0
ZACATECAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,-50.0,400.0,280.0,-63.2,-14.3,33.3,25.0,-70.0,66.7,-80.0,300.0,75.0,-85.7,600.0,71.4,-33.3,237.5,-44.4,-60.0
ZACATECAS,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,,-66.7,-100.0,,-50.0,0.0,200.0,-66.7,0.0,900.0,-80.0,100.0,25.0,-100.0,,-66.7,0.0,-100.0,
ZACATECAS,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,,,,,,,,-100.0,,,,,,,,-100.0,,,
ZACATECAS,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,-100.0,,-100.0,,-66.7,0.0,0.0,0.0,0.0,0.0,200.0,-66.7,200.0,33.3,-25.0,-33.3,50.0,0.0,0.0
ZACATECAS,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
ZACATECAS,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,-100.0,,,,,,,0.0,-100.0,,-100.0,,,,
ZACATECAS,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",-100.0,,-50.0,-100.0,,,,-100.0,,,,,100.0,-100.0,,,200.0,-66.7,200.0
ZACATECAS,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,-100.0,,,50.0,-100.0,,,,200.0,-66.7,100.0,0.0,-100.0,,100.0,-100.0,,100.0,-50.0
ZACATECAS,OTROS DELITOS,PATRIMONIALES,-52.4,50.0,-40.0,44.4,7.7,14.3,0.0,-62.5,33.3,37.5,18.2,-7.7,-50.0,83.3,45.5,6.2,-17.6,7.1,-26.7
ZACATECAS,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,,,,,,,,-100.0,,,,,,,,,,-100.0,
