ENTIDAD,CONCEPTO,TIPO,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
GUERRERO,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0
GUERRERO,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,1,0,1,2,0
GUERRERO,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,3,2,0,0,1,2,3,1,1,3,1,0,0,2,1,0,1,3,1
GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,4,3,5,4,6,7,7,9,3,6,4,3,4,4,3,9,8,5,3,4
GUERRERO,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,5,3,3,4,3,5,4,4,1,1,4,9,3,3,3,34,1,3,3,6
GUERRERO,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,1,1,1,1,0,1,0,4,6,2,0,2,0,1,3,0,2,0,3
GUERRERO,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,1,4,2,4,0,0,0,1,0,1,3,3,3,1,5,0,2,0,4,0
GUERRERO,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUERRERO,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUERRERO,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",1,1,1,1,2,1,0,1,3,0,5,4,0,1,0,2,4,1,2,1
GUERRERO,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,1,2,1,1,1,5,2,2,3,1,2,5,1,0,1,1,1,6,3,1
GUERRERO,OTROS DELITOS,PATRIMONIALES,8,11,6,9,7,7,8,3,15,14,10,8,8,6,3,9,5,11,8,5
GUERRERO,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
HIDALGO,CONTRA LA SALUD,COMERCIO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0
HIDALGO,CONTRA LA SALUD,OTROS,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3
HIDALGO,CONTRA LA SALUD,POSESION,3,4,5,2,6,5,1,6,7,3,1,9,7,1,4,7,2,8,5,1
HIDALGO,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,2
HIDALGO,CONTRA LA SALUD,SUMINISTRO,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HIDALGO,CONTRA LA SALUD,TRAFICO,3,1,1,4,2,2,4,2,1,3,3,1,0,0,1,3,0,1,2,2
HIDALGO,CONTRA LA SALUD,TRANSPORTE,2,1,0,0,2,0,0,0,1,1,0,2,0,0,0,0,1,1,1,0
HIDALGO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HIDALGO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0
HIDALGO,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,1,1,0,0,0,0,1,3,0,0,2,0,0,0,1,2,1,1,0
HIDALGO,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HIDALGO,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),7,1,1,4,3,2,1,2,3,3,4,3,1,3,0,0,1,4,0,3
HIDALGO,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,1,1,0,1,1,1,2,0,3,0,0,0,0,2,1,0,1,1
HIDALGO,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0
HIDALGO,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),2,7,6,3,2,6,4,6,3,5,3,5,2,2,4,7,7,3,5,3
HIDALGO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),21,20,31,19,18,26,17,14,25,18,23,29,24,22,28,29,20,19,22,15
HIDALGO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIDALGO,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),55,66,49,45,44,49,30,42,39,42,54,49,51,63,50,54,58,70,61,70
HIDALGO,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),1,0,0,2,0,1,6,2,0,1,0,0,0,0,0,1,1,1,5,1
HIDALGO,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",32,28,34,26,15,24,10,9,25,18,18,21,12,11,7,10,8,9,6,9
HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,7,5,10,5,6,6,7,4,3,3,7,4,3,9,3,14,10,20,3,11
HIDALGO,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,8,8,13,8,14,16,13,12,12,9,2,7,7,14,2,8,7,1,7,8
HIDALGO,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,1,3,4,4,4,0,19,11,3,3,3,2,3,1,2,4,1,3,3,3
HIDALGO,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,6,2,5,2,5,3,1,5,1,0,3,0,2,2,5,0,3,1,3,4
HIDALGO,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIDALGO,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0
HIDALGO,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",2,3,5,12,5,8,5,4,5,6,2,6,14,13,8,3,3,9,2,7
HIDALGO,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,3,7,5,8,10,8,12,9,5,5,10,8,4,5,6,8,4,6,8,1
HIDALGO,OTROS DELITOS,PATRIMONIALES,83,80,90,88,105,80,103,107,101,102,99,83,71,67,65,66,58,66,61,77
HIDALGO,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,3,6,4,3,3,6,5,3,6,5,5,1,4,7,3,3,4,1,2,7
JALISCO,CONTRA LA SALUD,COMERCIO,1,1,0,2,0,1,0,1,0,1,2,1,1,3,0,1,3,0,1,2
JALISCO,CONTRA LA SALUD,OTROS,0,2,1,2,2,0,0,1,1,0,1,1,1,1,1,1,4,1,1,1
JALISCO,CONTRA LA SALUD,POSESION,16,25,16,18,27,22,13,15,18,12,10,14,20,28,27,26,25,21,18,36
JALISCO,CONTRA LA SALUD,PRODUCCION,1,0,1,0,0,2,0,0,1,1,2,0,0,2,1,2,1,2,0,0
JALISCO,CONTRA LA SALUD,SUMINISTRO,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JALISCO,CONTRA LA SALUD,TRAFICO,6,4,6,2,8,3,3,6,4,2,3,3,2,2,7,4,4,3,5,4
JALISCO,CONTRA LA SALUD,TRANSPORTE,3,1,0,1,1,2,3,0,0,2,0,0,1,0,0,1,5,2,1,1
JALISCO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0
JALISCO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,1,1,2,1,1,3,0,1,0,3,2,3,2,3,10,2,1,1,3
JALISCO,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,1,2,2,2,2,1,1,2,0,2,2,0,2,1,6,0,3,3,5
JALISCO,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,2,2,6,3,1,2,1,1,2,1,2,1,0,0,0,1,0,1,2,1
JALISCO,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),6,11,15,16,12,12,11,21,4,10,8,7,23,13,4,7,10,8,4,7
JALISCO,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),4,3,3,9,5,9,5,11,5,14,4,10,10,6,22,10,7,35,32,10
JALISCO,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JALISCO,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),3,2,3,7,5,3,1,3,0,1,1,0,0,3,4,0,1,1,1,0
JALISCO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),97,120,90,91,117,102,90,81,85,75,92,80,95,141,94,145,108,103,99,113
JALISCO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JALISCO,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),17,36,26,20,34,31,21,29,19,16,34,26,32,31,22,24,38,37,43,35
JALISCO,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,1,1,0,0,8,4,0,0,0,0,1,0,0,1,0,2,1,14,6
JALISCO,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",2,14,6,7,3,7,16,13,9,10,8,10,5,8,9,1,8,5,11,10
JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,18,23,21,17,23,25,20,22,19,18,18,11,19,9,17,13,18,17,20,31
JALISCO,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,16,15,22,21,11,10,10,18,12,10,8,14,11,10,8,16,17,10,12,13
JALISCO,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,7,4,6,5,2,8,3,7,12,4,5,4,7,3,5,2,7,11,11,15
JALISCO,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,7,2,7,10,12,7,3,9,10,13,5,3,4,8,7,8,4,6,6
JALISCO,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JALISCO,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,2,0,1
JALISCO,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",14,10,20,11,19,17,8,14,19,12,9,16,3,11,7,23,21,17,8,8
JALISCO,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,23,22,15,17,25,17,7,16,17,16,10,12,23,7,25,13,14,8,14,14
JALISCO,OTROS DELITOS,PATRIMONIALES,99,112,105,123,129,116,93,108,106,96,101,89,98,97,94,97,91,80,82,98
JALISCO,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,2,1,2,2,4,2,0,1,4,5,3,0,3,1,2,3,1,3,6,1
MEXICO,CONTRA LA SALUD,COMERCIO,1,1,0,1,4,4,1,1,0,1,3,0,2,2,0,2,1,1,1,0
MEXICO,CONTRA LA SALUD,OTROS,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
MEXICO,CONTRA LA SALUD,POSESION,1,4,6,1,5,2,3,4,6,2,7,1,5,2,2,13,1,4,7,3
MEXICO,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0
MEXICO,CONTRA LA SALUD,SUMINISTRO,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,CONTRA LA SALUD,TRAFICO,5,2,5,3,6,3,5,5,9,6,4,4,2,1,4,3,4,2,8,3
MEXICO,CONTRA LA SALUD,TRANSPORTE,3,5,3,3,2,5,5,1,5,3,3,1,0,1,2,2,1,1,5,5
MEXICO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0
MEXICO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,1,0,0,1,0,1,1,1,3,1,2,2,2,2,2,1,1,2,4
MEXICO,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,1,0,2,1,0,0,0,0,0,0,0,1,1,2,2,0,2,0,0
MEXICO,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,2,0,0,5,0,1,4,2,0,2,0,0,0,0,0,1,1,1,0,2
MEXICO,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),8,4,7,14,8,23,12,4,14,4,8,5,13,5,3,7,2,2,6,2
MEXICO,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),7,27,19,14,9,14,25,23,35,14,23,28,5,15,10,10,10,5,8,7
MEXICO,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,1,0,2,1,0,0,2,0,1,0,1,0,2,0,1,1,0,0,0,0
MEXICO,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),10,21,34,25,26,27,25,13,32,21,14,20,16,18,48,39,23,34,34,33
MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),52,51,36,57,68,57,48,50,48,43,49,47,27,68,54,71,63,65,58,61
MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),42,61,61,71,77,79,59,76,66,57,68,56,67,97,75,70,74,88,91,54
MEXICO,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),1,0,1,3,12,8,9,3,3,2,6,0,2,1,0,2,2,3,10,1
MEXICO,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",15,25,21,15,9,13,44,13,12,28,16,10,6,13,6,12,30,12,18,13
MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,32,28,45,19,26,43,44,42,16,30,11,20,76,13,11,20,13,16,14,18
MEXICO,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,42,23,54,71,51,42,24,39,29,22,38,29,26,31,45,36,18,28,28,36
MEXICO,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,7,6,5,7,14,5,7,5,5,5,4,3,3,7,5,5,7,2,6,7
MEXICO,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,1,3,3,3,2,1,2,5,1,2,8,3,5,4,3,6,7,3,4,4
MEXICO,OTROS DELITOS,ELECTORALES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,1,2,0,2,0,1,1,2,0,0,3,0,2,3,0,0,1,2,1,1
MEXICO,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",13,6,10,15,12,19,13,13,7,15,5,9,8,6,18,16,23,16,14,20
MEXICO,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,12,5,8,10,10,22,17,10,9,8,9,7,13,6,9,13,10,12,11,20
MEXICO,OTROS DELITOS,PATRIMONIALES,92,88,104,120,113,122,151,119,98,101,118,130,121,93,109,120,196,98,95,86
MEXICO,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,3,2,1,1,4,1,0,3,1,0,1,2,2,1,5,4,1,1,0
MICHOACAN,CONTRA LA SALUD,COMERCIO,0,0,1,0,1,2,0,2,3,1,3,3,1,4,0,2,0,1,1,1
MICHOACAN,CONTRA LA SALUD,OTROS,0,0,2,0,1,0,1,0,2,2,1,0,0,0,2,0,1,2,0,0
MICHOACAN,CONTRA LA SALUD,POSESION,6,7,4,3,6,4,1,6,5,3,6,2,3,11,5,11,3,13,3,8
MICHOACAN,CONTRA LA SALUD,PRODUCCION,0,1,1,0,0,2,0,0,0,1,0,2,1,1,2,1,0,4,2,1
MICHOACAN,CONTRA LA SALUD,SUMINISTRO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICHOACAN,CONTRA LA SALUD,TRAFICO,2,5,1,2,3,5,5,1,3,4,3,4,4,5,5,5,6,3,3,1
MICHOACAN,CONTRA LA SALUD,TRANSPORTE,4,3,2,6,5,3,4,6,7,1,2,7,4,1,2,0,2,1,4,3
MICHOACAN,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
MICHOACAN,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2,1,0,1,0,1
MICHOACAN,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,1,3,2,1,1,1,1,0,0,0,0,0,1,2,1,6,0,0
MICHOACAN,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
MICHOACAN,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),0,1,4,2,3,2,1,6,2,4,2,3,2,1,2,1,2,3,2,3
MICHOACAN,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),8,2,7,9,18,11,24,43,27,29,33,36,43,28,17,14,12,30,25,20
MICHOACAN,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICHOACAN,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),2,0,1,4,3,6,3,3,3,6,1,1,10,2,7,1,3,5,2,3
MICHOACAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),48,64,50,66,56,57,43,49,40,41,48,48,36,60,33,60,51,79,59,58
MICHOACAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICHOACAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),1,1,3,2,1,2,0,4,0,0,0,0,5,5,4,6,3,4,3,3
MICHOACAN,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,1,3,5,2,1,0,0,0,1,0,0,0,0,0,2,14,2
MICHOACAN,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",1,1,2,0,2,2,2,0,0,1,2,2,3,0,2,3,0,2,0,2
MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,37,16,45,70,39,81,68,61,31,76,24,48,22,37,60,31,63,64,59,75
MICHOACAN,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,9,6,16,8,12,8,7,16,13,8,10,7,10,11,9,15,8,11,8,13
MICHOACAN,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,2,6,12,2,3,0,12,4,2,0,1,2,1,3,2,11,5,9,13
MICHOACAN,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,4,8,9,9,10,9,4,6,5,6,2,8,5,7,13,10,4,15,4,8
MICHOACAN,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICHOACAN,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,9,2,6,11,14,7,17,25,8,8,32,36,22,16,19,11,4,22,20,38
MICHOACAN,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",11,2,4,10,13,12,6,7,2,1,7,5,7,4,3,2,5,2,7,3
MICHOACAN,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,4,6,4,9,13,4,2,12,7,3,11,17,3,8,2,7,7,4,12,5
MICHOACAN,OTROS DELITOS,PATRIMONIALES,58,37,59,47,77,77,97,34,39,73,91,64,48,40,66,99,51,52,80,53
MICHOACAN,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MORELOS,CONTRA LA SALUD,COMERCIO,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MORELOS,CONTRA LA SALUD,OTROS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MORELOS,CONTRA LA SALUD,POSESION,1,1,0,1,2,1,2,1,3,0,1,3,0,1,1,1,0,7,2,4
MORELOS,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORELOS,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORELOS,CONTRA LA SALUD,TRAFICO,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MORELOS,CONTRA LA SALUD,TRANSPORTE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
MORELOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
MORELOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0
MORELOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,1,0,1,1,1,0,1,2,0,3,2,0,0,1,2,2,0,0,1
MORELOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MORELOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),5,2,3,2,0,4,2,5,1,1,2,1,1,0,2,2,3,1,4,0
MORELOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),1,0,2,2,1,0,1,0,1,4,0,1,0,1,0,0,0,2,4,2
MORELOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MORELOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),16,5,12,7,18,14,15,9,20,14,19,14,9,11,9,15,18,13,18,13
MORELOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),23,13,27,18,15,21,11,17,8,5,12,15,19,17,21,36,30,20,16,34
MORELOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORELOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),2,2,0,1,0,0,0,0,1,1,1,0,1,0,0,1,5,1,3,1
MORELOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,1,0,0,7,4,3,5,0,0,0,1,0,1,1,0,0,1,3,2
MORELOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",1,1,0,1,1,1,0,2,1,3,1,2,1,2,0,0,1,1,4,4
MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,13,14,15,14,11,9,8,5,7,11,4,7,8,5,7,8,6,19,10,6
MORELOS,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,11,9,5,7,21,12,19,19,17,19,16,16,7,12,14,10,11,16,12,6
MORELOS,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,1,2,5,5,2,1,1,2,5,5,2,0,1,5,3,1,1,3,2
MORELOS,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,11,2,3,1,1,5,3,1,3,6,0,4,4,1,2,4,0,0,0,2
MORELOS,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MORELOS,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
