ENTIDAD,CONCEPTO,TIPO,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,2,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),6,2,7,3,7,3,5,4,3,4,5,2,5,1,3,1,8,7,2,3
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),4,4,6,5,4,8,3,8,2,3,11,7,10,4,7,10,14,21,19,22
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0,0,2,2,3,0,0,3,4,0,2,4,1,3,1,1,1,2,2,0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",1,4,4,2,7,0,6,0,0,0,1,0,2,0,1,1,0,0,1,0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,3,6,1,1,3,4,5,10,4,6,7,2,5,5,6,7,10,11,6,5
BAJA CALIFORNIA SUR,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,5,5,7,3,3,3,3,10,5,2,7,5,2,3,13,2,18,6,6,5
BAJA CALIFORNIA SUR,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,2,12,4,8,12,7,4,5,7,7,6,5,5,7,8,11,12,8,6,7
BAJA CALIFORNIA SUR,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,2,2,0,3,1,1,1,0,0,0,0,0,0,1,2,1,1,2,2,1
BAJA CALIFORNIA SUR,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAJA CALIFORNIA SUR,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,2,0,1,0,2,1,3,0,0,0,2,9,1,0,11
BAJA CALIFORNIA SUR,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",1,1,0,2,3,3,1,0,2,4,1,3,2,3,2,2,1,2,1,5
BAJA CALIFORNIA SUR,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,1,2,0,2,1,2,3,0,3,1,7,5,3,0,3,2,16,2,1,2
BAJA CALIFORNIA SUR,OTROS DELITOS,PATRIMONIALES,23,23,21,14,20,7,12,11,9,12,17,10,9,23,27,17,11,15,19,8
BAJA CALIFORNIA SUR,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,6,4,5
CAMPECHE,CONTRA LA SALUD,COMERCIO,0,0,1,1,1,0,1,1,1,0,2,3,0,1,2,1,0,2,1,0
CAMPECHE,CONTRA LA SALUD,OTROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPECHE,CONTRA LA SALUD,POSESION,3,1,3,1,1,0,0,1,2,2,2,4,2,0,3,3,3,1,2,4
CAMPECHE,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPECHE,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPECHE,CONTRA LA SALUD,TRAFICO,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,1,0,1,0
CAMPECHE,CONTRA LA SALUD,TRANSPORTE,0,1,2,0,0,0,1,1,2,2,3,2,2,0,0,1,0,0,0,0
CAMPECHE,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPECHE,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CAMPECHE,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAMPECHE,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
CAMPECHE,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),5,1,1,1,1,0,1,2,1,0,1,1,2,0,1,0,1,2,0,1
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,2,1,0,0,2,0,0,1,1,0,0,1,3,4,1,2,0,0,0,0
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,1,1,0,0,0,6,3,14,5,8,5,2,3,6,4,5
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),5,3,6,7,2,3,4,7,10,13,13,11,8,8,16,9,11,13,5,9
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),3,3,6,5,11,2,5,7,5,8,7,2,4,6,7,16,3,27,11,4
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
CAMPECHE,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,1,1,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,0,0
CAMPECHE,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,1,0,0,2,2,4,2,2,3,1,1,1,2,2,2,7,3,6,1,4
CAMPECHE,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,1,8,2,3,5,5,4,2,1,4,1,2,2,1,4,2,2,2,6,1
CAMPECHE,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,11,6,6,4,3,5,1,4,4,5,2,3,4,6,6,8,3,2,6,4
CAMPECHE,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,1,0,0,0,3,1,1,1,1,1,0,0,2,0,0,0,0,0,1,1
CAMPECHE,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPECHE,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPECHE,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",0,0,2,3,3,0,1,1,2,5,1,0,2,18,2,9,4,0,2,2
CAMPECHE,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,3,2,3,1,1,3,3,5,0,0,0,1,1,2,1,1,1,1,1,1
CAMPECHE,OTROS DELITOS,PATRIMONIALES,6,10,7,9,11,5,15,12,10,11,15,16,16,10,8,14,5,7,13,14
CAMPECHE,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,2,0,1,0,1,0,0,0,1,0,2,1,1,0,1,2,3,1,2,4
CHIAPAS,CONTRA LA SALUD,COMERCIO,1,0,1,3,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0
CHIAPAS,CONTRA LA SALUD,OTROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHIAPAS,CONTRA LA SALUD,POSESION,0,1,3,3,1,1,3,0,1,2,2,1,2,3,0,3,1,0,1,1
CHIAPAS,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CHIAPAS,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHIAPAS,CONTRA LA SALUD,TRAFICO,2,3,6,1,7,8,4,5,3,4,0,4,2,5,3,2,3,3,2,3
CHIAPAS,CONTRA LA SALUD,TRANSPORTE,0,2,4,2,1,8,6,5,7,8,6,4,6,4,2,10,8,10,9,10
CHIAPAS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CHIAPAS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,1,0,1,1,1,1,0,1,0,1,0,3,0,0,0,0,0,1
CHIAPAS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,2,4,3,1,4,6,4,4,1,3,5,8,4,8,2,2,6,5,4
CHIAPAS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
CHIAPAS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),2,2,3,1,4,2,2,4,3,2,2,2,4,4,1,2,5,5,1,3
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,1,0
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,7,3,11,6,6,5,3,3,0,2,5,8,7,8,5,4,1,2,0,3
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),28,20,22,20,18,30,27,18,14,21,23,23,18,24,18,14,31,19,27,12
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),17,26,26,28,21,45,30,26,29,33,35,22,30,42,27,23,23,27,21,26
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),3,3,2,1,2,2,6,1,0,2,2,1,6,8,8,8,3,11,12,7
CHIAPAS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,1,3,1,4,8,1,0,0,1,0,0,0,0,0,1,4,47,7
CHIAPAS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",2,3,1,0,3,1,3,0,4,1,4,1,2,1,1,2,2,1,0,0
CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,12,15,10,22,17,18,13,13,15,9,9,12,6,17,18,23,21,25,23,25
CHIAPAS,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,9,5,9,16,16,20,11,12,7,13,19,5,10,10,14,10,18,8,5,9
CHIAPAS,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,1,2,4,2,5,8,5,12,16,6,3,3,4,5,9,2,5,7,1,2
CHIAPAS,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,2,2,7,5,7,6,3,5,5,5,5,2,1,6,5,2,3,1,2,2
CHIAPAS,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIAPAS,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CHIAPAS,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",2,5,3,7,4,3,4,3,6,0,1,2,2,3,5,6,9,7,15,8
CHIAPAS,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,11,14,11,8,16,23,10,11,25,6,8,12,15,10,5,8,5,8,8,6
CHIAPAS,OTROS DELITOS,PATRIMONIALES,28,42,43,55,62,58,50,37,49,21,26,23,20,18,19,41,25,35,43,43
CHIAPAS,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,4,1,4,5,2,3,1,4,1,2,2,4,3,3,2,5,4,0,1,4
CHIHUAHUA,CONTRA LA SALUD,COMERCIO,0,0,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,1,3,3
CHIHUAHUA,CONTRA LA SALUD,OTROS,4,1,4,4,2,3,2,3,0,3,4,3,1,1,3,3,1,3,4,1
CHIHUAHUA,CONTRA LA SALUD,POSESION,23,23,37,17,20,17,9,25,23,20,20,24,18,17,23,21,11,21,16,12
CHIHUAHUA,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHIHUAHUA,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIHUAHUA,CONTRA LA SALUD,TRAFICO,2,1,2,0,3,4,7,4,6,3,8,10,1,3,4,0,1,4,3,5
CHIHUAHUA,CONTRA LA SALUD,TRANSPORTE,1,0,0,2,5,3,2,0,1,1,2,4,1,0,1,5,2,1,1,1
CHIHUAHUA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
CHIHUAHUA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,1,0,1,2,2,1,1,1,1,1,0,1,2,1,0,0,0,2,1
CHIHUAHUA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,1,3,5,3,2,3,4,3,1,4,6,2,1,3,2,3,0,6,4
CHIHUAHUA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,2,0,1,0,3,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0
CHIHUAHUA,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),5,4,4,8,13,7,4,2,7,3,3,8,4,0,3,5,8,4,1,8
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,5,5,11,9,8,2,5,1,9,5,2,11,7,4,1,2,2,1
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),14,13,10,14,6,7,3,3,4,9,4,3,9,5,10,12,6,14,5,2
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),60,59,71,52,73,67,77,69,69,51,78,73,66,72,75,82,83,76,90,90
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),10,14,23,13,13,22,5,7,3,2,13,17,19,15,16,23,32,14,13,40
CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),1,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,6,7,0
CHIHUAHUA,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",3,2,5,5,4,8,2,3,1,1,3,5,0,3,3,3,3,2,5,4
CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,5,6,8,8,12,6,13,8,4,2,6,7,13,9,9,12,9,9,9,8
CHIHUAHUA,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,11,6,4,3,8,6,9,5,8,3,6,9,9,4,2,8,8,7,7,1
CHIHUAHUA,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,0,0,0,1,0,0,0,1,2,3,4,1,1,1,2,1,0,3,2
CHIHUAHUA,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,1,1,1,0,2,4,1,3,1,3,1,4,3,1,2,2,4,3,0,4
CHIHUAHUA,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIHUAHUA,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CHIHUAHUA,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",3,5,1,8,3,4,5,5,3,1,6,6,9,4,3,6,3,3,2,5
CHIHUAHUA,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,5,1,3,7,10,6,7,12,4,4,8,11,11,5,6,13,14,4,9,13
CHIHUAHUA,OTROS DELITOS,PATRIMONIALES,30,23,48,34,34,31,27,22,30,27,27,23,36,13,32,31,37,22,22,32
CHIHUAHUA,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,1,0,1,0,0,1,1,1,1,4,2,0,2,1,1,1,0,1,1,0
CIUDAD DE MEXICO,CONTRA LA SALUD,COMERCIO,3,2,2,1,2,0,1,0,0,0,3,1,0,2,0,0,1,0,0,1
CIUDAD DE MEXICO,CONTRA LA SALUD,OTROS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CIUDAD DE MEXICO,CONTRA LA SALUD,POSESION,11,15,12,10,10,11,11,18,18,11,9,7,11,25,14,12,15,9,10,9
CIUDAD DE MEXICO,CONTRA LA SALUD,PRODUCCION,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CIUDAD DE MEXICO,CONTRA LA SALUD,SUMINISTRO,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CIUDAD DE MEXICO,CONTRA LA SALUD,TRAFICO,19,17,39,27,19,24,18,24,27,33,44,21,17,34,18,15,17,18,15,31
CIUDAD DE MEXICO,CONTRA LA SALUD,TRANSPORTE,4,5,2,2,0,3,1,2,2,0,5,0,0,0,0,0,0,0,2,0
CIUDAD DE MEXICO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,1,0,0,1,1,2,0,0,1,1,1,0,0,0,2,3,1,1,1
CIUDAD DE MEXICO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,2,3,5,1,5,3,2,1,0,3,3,3,4,2,8,3,5,1,3
CIUDAD DE MEXICO,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
CIUDAD DE MEXICO,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,3,1,6,3,9,3,9,2,2,5,3,2,7,2,3,2,8,1,3,4
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),23,17,33,27,27,26,24,31,18,20,24,20,28,14,22,20,25,17,23,24
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),33,27,42,27,24,19,37,45,37,23,31,20,30,35,41,18,11,18,20,29
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),2,6,1,1,3,3,3,3,1,1,1,3,2,1,8,2,7,6,4,0
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),26,58,75,53,50,58,43,47,42,32,27,29,59,52,52,39,52,45,35,50
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),5,6,8,1,6,8,6,5,10,6,10,11,6,18,5,6,5,15,8,12
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),11,8,15,9,16,16,29,18,12,9,16,168,6,3,12,12,12,32,78,20
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",74,114,103,83,66,90,76,78,87,85,81,52,64,70,59,58,71,75,119,93
CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,37,48,43,42,62,51,61,60,58,37,46,44,37,53,55,59,60,69,40,47
CIUDAD DE MEXICO,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,70,51,80,121,115,134,72,80,105,123,145,79,78,61,87,76,93,81,87,86
CIUDAD DE MEXICO,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,1,1,1,4,1,1,0,2,3,2,3,1,0,2,3,5,0,2,0,3
CIUDAD DE MEXICO,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,17,12,18,24,26,18,28,18,14,13,16,11,12,20,11,21,18,15,12,15
CIUDAD DE MEXICO,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CIUDAD DE MEXICO,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,29,32,30,18,24,19,19,21,19,20,25,21,12,23,10,16,16,18,18,11
CIUDAD DE MEXICO,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",67,103,103,107,93,106,136,130,78,89,94,113,77,66,88,151,140,147,107,97
CIUDAD DE MEXICO,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,78,80,106,105,121,102,118,66,66,71,83,53,66,84,124,71,93,67,58,84
CIUDAD DE MEXICO,OTROS DELITOS,PATRIMONIALES,141,120,176,175,156,191,271,267,215,219,160,139,126,143,129,140,144,149,140,178
CIUDAD DE MEXICO,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,2,0,0,1,1,2,0,0,2,1,3,1,11,3,2,2,1,1
COAHUILA,CONTRA LA SALUD,COMERCIO,1,1,2,0,0,2,2,5,1,3,2,4,1,2,2,5,2,2,2,2
COAHUILA,CONTRA LA SALUD,OTROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
COAHUILA,CONTRA LA SALUD,POSESION,12,7,12,7,8,14,11,8,3,5,10,13,9,7,8,10,9,6,19,12
COAHUILA,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,SUMINISTRO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,TRAFICO,5,0,3,2,0,1,2,2,4,1,1,2,0,2,1,2,7,4,4,8
COAHUILA,CONTRA LA SALUD,TRANSPORTE,1,6,2,3,2,4,6,2,5,9,4,4,1,3,4,6,6,4,2,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),4,0,4,2,6,9,2,9,2,7,11,2,1,2,3,11,5,6,9,8
COAHUILA,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,1,8,0
COAHUILA,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,1,3,5,2,0,2,0,3,2,1,3,4,1,1,3,0,1,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),2,4,3,7,3,5,6,8,9,4,0,3,6,1,1,3,1,2,2,0
